% format: temp_front_[alt]_hPa(city1,city2,yyyy,mm,dd,h).

temp_front_700_hPa(pordenone,udine_palamnova,2019,4,15,11).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,15,12).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,15,12).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,15,12).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,13).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,15,13).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,15,13).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,15,13).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,15,13).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,15,13).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,15,14).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,15,16).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,15,16).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,16,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,16,6).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,6).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,16,6).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,16,6).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,7).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,16,7).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,16,9).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,9).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,16,9).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,16,14).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,14).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,16,14).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,16,17).
temp_front_700_hPa(lignano_grado,trieste,2019,4,16,17).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,16,17).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,16,17).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,16,17).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,16,17).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,16,18).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,16,18).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,18).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,16,18).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,16,18).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,16,19).
temp_front_700_hPa(lignano_grado,trieste,2019,4,16,19).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,19).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,16,19).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,16,19).
temp_front_700_hPa(lignano_grado,trieste,2019,4,16,20).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,20).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,16,20).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,16,22).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,16,22).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,16,22).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,16,23).
temp_front_700_hPa(lignano_grado,trieste,2019,4,16,23).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,16,23).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,16,23).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,16,23).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,16,23).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,17,0).
temp_front_700_hPa(lignano_grado,trieste,2019,4,17,0).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,17,0).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,17,0).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,17,0).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,17,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,1).
temp_front_700_hPa(lignano_grado,trieste,2019,4,17,1).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,17,1).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,17,1).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,3).
temp_front_700_hPa(lignano_grado,trieste,2019,4,17,3).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,17,3).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,17,3).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,17,7).
temp_front_700_hPa(barcis,pordenone,2019,4,17,7).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,17,7).
temp_front_700_hPa(lignano_grado,trieste,2019,4,17,10).
temp_front_700_hPa(barcis,pordenone,2019,4,17,10).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,17,10).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,17,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,17,12).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,12).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,17,12).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,17,12).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,17,12).
temp_front_700_hPa(lignano_grado,trieste,2019,4,17,13).
temp_front_700_hPa(gorizia,trieste,2019,4,17,13).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,17,16).
temp_front_700_hPa(barcis,pordenone,2019,4,17,16).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,17,16).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,17,16).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,17,16).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,17,17).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,17,17).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,17,17).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,17,18).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,17,18).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,17,19).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,17,19).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,17,19).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,17,20).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,20).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,17,20).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,17,20).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,17,20).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,17,20).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,21).
temp_front_700_hPa(lignano_grado,trieste,2019,4,17,21).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,17,21).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,17,21).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,17,22).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,22).
temp_front_700_hPa(barcis,pordenone,2019,4,17,22).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,17,22).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,17,22).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,17,23).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,23).
temp_front_700_hPa(barcis,pordenone,2019,4,17,23).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,17,23).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,17,23).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,18,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,0).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,0).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,18,0).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,18,0).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,18,1).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,1).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,1).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,18,1).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,18,1).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,2).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,2).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,18,2).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,18,2).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,3).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,3).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,18,3).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,3).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,18,4).
temp_front_700_hPa(barcis,pordenone,2019,4,18,4).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,18,4).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,18,4).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,18,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,18,5).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,5).
temp_front_700_hPa(barcis,pordenone,2019,4,18,5).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,5).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,18,5).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,18,6).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,6).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,6).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,18,6).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,7).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,7).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,18,7).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,7).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,8).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,8).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,18,8).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,8).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,9).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,9).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,18,9).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,9).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,10).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,18,10).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,18,10).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,11).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,18,11).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,18,11).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,12).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,18,12).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,18,12).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,16).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,18,16).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,17).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,18,17).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,18,18).
temp_front_700_hPa(barcis,pordenone,2019,4,18,18).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,18,18).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,18,18).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,19).
temp_front_700_hPa(gorizia,trieste,2019,4,18,19).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,18,20).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,20).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,18,20).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,18,20).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,18,20).
temp_front_700_hPa(lignano_grado,trieste,2019,4,18,21).
temp_front_700_hPa(gorizia,trieste,2019,4,18,21).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,18,23).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,23).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,18,23).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,18,23).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,18,23).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,0).
temp_front_700_hPa(barcis,pordenone,2019,4,19,0).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,19,0).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,19,0).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,1).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,1).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,19,1).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,1).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,19,1).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,2).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,2).
temp_front_700_hPa(barcis,pordenone,2019,4,19,2).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,2).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,19,2).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,3).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,19,4).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,4).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,19,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,5).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,5).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,19,5).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,5).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,19,5).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,6).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,19,6).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,6).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,19,6).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,7).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,9).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,19,10).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,10).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,19,10).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,11).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,12).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,13).
temp_front_700_hPa(lignano_grado,trieste,2019,4,19,13).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,19,13).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,19,13).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,16).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,19,16).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,19,16).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,19,16).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,19,16).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,19,16).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,17).
temp_front_700_hPa(barcis,pordenone,2019,4,19,17).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,19,17).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,19,17).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,19,17).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,18).
temp_front_700_hPa(barcis,pordenone,2019,4,19,18).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,19,18).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,18).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,19,18).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,20).
temp_front_700_hPa(barcis,pordenone,2019,4,19,20).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,19,20).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,20).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,19,20).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,21).
temp_front_700_hPa(barcis,pordenone,2019,4,19,21).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,19,21).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,21).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,19,21).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,19,23).
temp_front_700_hPa(barcis,pordenone,2019,4,19,23).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,19,23).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,19,23).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,19,23).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,0).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,0).
temp_front_700_hPa(barcis,pordenone,2019,4,20,0).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,0).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,0).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,1).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,1).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,20,1).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,1).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,1).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,2).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,2).
temp_front_700_hPa(barcis,pordenone,2019,4,20,2).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,2).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,2).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,3).
temp_front_700_hPa(barcis,pordenone,2019,4,20,3).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,20,3).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,3).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,3).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,4).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,4).
temp_front_700_hPa(barcis,pordenone,2019,4,20,4).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,4).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,5).
temp_front_700_hPa(barcis,pordenone,2019,4,20,5).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,20,5).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,20,5).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,5).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,20,6).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,20,6).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,6).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,20,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,20,7).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,20,7).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,20,7).
temp_front_700_hPa(lignano_grado,trieste,2019,4,20,8).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,20,8).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,20,8).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,9).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,9).
temp_front_700_hPa(barcis,pordenone,2019,4,20,9).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,9).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,9).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,10).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,10).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,20,10).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,10).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,20,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,12).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,12).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,20,12).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,12).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,20,12).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,13).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,13).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,20,13).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,13).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,20,13).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,14).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,14).
temp_front_700_hPa(barcis,pordenone,2019,4,20,14).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,14).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,14).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,20,15).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,20,18).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,20,18).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,20,18).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,20).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,20).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,20,20).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,20).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,20,20).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,20,22).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,22).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,20,22).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,22).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,20,22).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,21,0).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,21,0).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,21,0).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,21,1).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,21,1).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,21,1).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,21,2).
temp_front_700_hPa(barcis,pordenone,2019,4,21,2).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,21,2).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,21,3).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,21,3).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,21,3).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,21,3).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,21,3).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,21,4).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,21,4).
temp_front_700_hPa(lignano_grado,trieste,2019,4,21,5).
temp_front_700_hPa(gorizia,trieste,2019,4,21,5).
temp_front_700_hPa(lignano_grado,trieste,2019,4,21,6).
temp_front_700_hPa(gorizia,trieste,2019,4,21,6).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,21,11).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,21,11).
temp_front_700_hPa(barcis,pordenone,2019,4,21,11).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,21,11).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,21,11).
temp_front_700_hPa(lignano_grado,trieste,2019,4,21,14).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,21,14).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,21,14).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,21,17).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,21,17).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,21,17).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,21,17).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,21,17).
temp_front_700_hPa(lignano_grado,trieste,2019,4,21,18).
temp_front_700_hPa(gorizia,trieste,2019,4,21,18).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,21,20).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,21,20).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,21,21).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,21,21).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,21,21).
temp_front_700_hPa(lignano_grado,trieste,2019,4,21,22).
